,lts,endtime,dst_name,ttr,dst_addr,src_addr,paris_id,result,msm_id,prb_id,timestamp,from,stored_timestamp,hop_1_rtt_mean,ASN,system,timezone,msk_time
4963,59,1707356307,gov.ru,21.307657,95.173.128.90,10.237.140.138,11,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.452}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.431}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.393}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 27.379}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 2.323}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.332}]}, {'hop': 3, 'result': [{'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.809}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.716}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.646}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.493}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.596}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.559}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.895}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.77}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.623}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707356234,213.242.63.247,1707356517,0.42533333333333334,12389,system: V3,3.0,2024-02-08 04:41:57
5452,15,1707358104,gov.ru,21.407611,95.173.128.89,10.237.140.138,12,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.602}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.468}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.366}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.439}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.245}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 2.263}]}, {'hop': 3, 'result': [{'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.964}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 2.154}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 2.12}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 21.757}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 55.43}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 14.124}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.829}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.653}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.653}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707358032,213.242.63.247,1707358584,0.47866666666666663,12389,system: V3,3.0,2024-02-08 05:16:24
5940,31,1707359908,gov.ru,21.184151,95.173.128.90,10.237.140.138,13,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.481}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.394}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.365}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.461}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.282}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.271}]}, {'hop': 3, 'result': [{'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 2.068}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.696}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.663}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.632}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.692}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.5}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.756}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 14.031}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.68}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707359836,213.242.63.247,1707360286,0.41333333333333333,12389,system: V3,3.0,2024-02-08 05:44:46
6428,8,1707361718,gov.ru,30.760123,95.173.128.89,10.237.140.138,14,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.459}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.379}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.425}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.515}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.218}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.228}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.01}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.858}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.214}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 23.885}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.707}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 23.931}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.098}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 28.913}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 28.994}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.347}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 30.998}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.325}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707361645,213.242.63.247,1707361823,0.42100000000000004,12389,system: V3,3.0,2024-02-08 06:10:23
6916,26,1707363510,gov.ru,39.236002,95.173.128.90,10.237.140.138,15,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.525}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.4}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.461}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 4.331}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.343}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.216}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.08}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.795}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.722}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.697}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.593}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.758}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.07}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 34.073}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 28.908}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.4}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.387}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.359}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707363437,213.242.63.247,1707363627,0.462,12389,system: V3,3.0,2024-02-08 06:40:27
7404,64,1707365309,gov.ru,37.504461,95.173.128.89,10.237.140.138,0,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.444}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.373}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.428}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.482}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.298}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.212}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 3.367}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.139}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.253}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.58}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 22.529}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 45.659}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.158}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.037}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 28.938}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.273}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.404}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.728}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707365237,213.242.63.247,1707365518,0.415,12389,system: V3,3.0,2024-02-08 07:11:58
7892,58,1707367109,gov.ru,35.153039,95.173.128.89,10.237.140.138,1,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.501}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.429}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.454}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 5.393}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.693}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.505}]}, {'hop': 3, 'result': [{'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 18.867}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 19.697}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 21.133}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 51.601}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 41.483}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 28.064}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.419}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.675}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.641}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.82}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.714}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.606}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707367037,213.242.63.247,1707367262,0.4613333333333333,12389,system: V3,3.0,2024-02-08 07:41:02
8380,0,1707368911,gov.ru,21.603022,95.173.128.90,10.237.140.138,2,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.465}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.449}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.421}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.468}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.249}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.266}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.899}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.645}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.69}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.841}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 30.215}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.828}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.244}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.113}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.191}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.564}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.391}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.336}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707368838,213.242.63.247,1707369102,0.445,12389,system: V3,3.0,2024-02-08 08:11:42
8869,70,1707370709,gov.ru,21.655518,95.173.128.90,10.237.140.138,3,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.46}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.491}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.419}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.551}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 7.405}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.223}]}, {'hop': 3, 'result': [{'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 2.076}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.743}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.657}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 31.109}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 23.658}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 23.969}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.458}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.389}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.665}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.795}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.709}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.75}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707370637,213.242.63.247,1707371122,0.4566666666666667,12389,system: V3,3.0,2024-02-08 08:45:22
9358,2,1707372517,gov.ru,39.365191,95.173.128.89,10.237.140.138,4,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.47}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.431}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.484}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 27.785}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.402}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.473}]}, {'hop': 3, 'result': [{'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.856}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.644}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.622}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 25.726}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 25.226}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 23.037}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.506}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.301}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.567}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.706}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.803}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 26.388}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707372444,213.242.63.247,1707372698,0.46166666666666667,12389,system: V3,3.0,2024-02-08 09:11:38
9847,6,1707374320,gov.ru,21.585463,95.173.128.90,10.237.140.138,5,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.461}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.419}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.39}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 8.675}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 3.222}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.326}]}, {'hop': 3, 'result': [{'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 2.158}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.867}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.797}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 23.041}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 23.693}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 23.191}]}, {'hop': 5, 'result': [{'x': '*'}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 234.352}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 199.301}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.923}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.863}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 26.988}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707374243,213.242.63.247,1707374413,0.42333333333333334,12389,system: V3,3.0,2024-02-08 09:40:13
10336,65,1707376115,gov.ru,21.649676,95.173.128.89,10.237.140.138,6,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.432}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.381}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.381}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.416}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.392}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.406}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.06}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.745}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.686}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.706}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.68}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.487}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.889}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.808}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.942}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707376042,213.242.63.247,1707376207,0.39799999999999996,12389,system: V3,3.0,2024-02-08 10:10:07
