,lts,endtime,dst_name,ttr,dst_addr,src_addr,paris_id,result,msm_id,prb_id,timestamp,from,stored_timestamp,hop_1_rtt_mean,ASN,system,timezone,msk_time
10827,18,1707377906,gov.ru,30.762499,95.173.128.90,10.237.140.138,7,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.469}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.429}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.367}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.584}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.322}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.309}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.221}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.846}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.018}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.68}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.696}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 23.006}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.965}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.872}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.817}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707377834,213.242.63.247,1707378009,0.42166666666666663,12389,system: V3,3.0,2024-02-08 10:40:09
11318,24,1707379704,gov.ru,21.628609,95.173.128.90,10.237.140.138,8,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.417}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.385}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.414}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.511}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.322}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.257}]}, {'hop': 3, 'result': [{'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.914}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.867}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.824}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.462}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 16.146}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.814}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.851}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.706}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.783}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707379632,213.242.63.247,1707379907,0.4053333333333333,12389,system: V3,3.0,2024-02-08 11:11:47
11808,38,1707381515,gov.ru,37.901039,95.173.128.90,10.237.140.138,9,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.445}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.395}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.357}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.512}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.315}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.255}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.65}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.813}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.012}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.525}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.505}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.834}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 21.066}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.929}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.836}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707381443,213.242.63.247,1707381660,0.399,12389,system: V3,3.0,2024-02-08 11:41:00
12299,63,1707383312,gov.ru,30.592862,95.173.128.90,10.237.140.138,10,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.409}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.407}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.425}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 9.819}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 5.166}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.25}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.553}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.86}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.627}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.624}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.753}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.799}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.88}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.943}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.949}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707383240,213.242.63.247,1707383418,0.4136666666666666,12389,system: V3,3.0,2024-02-08 12:10:18
12790,24,1707385109,gov.ru,30.785468,95.173.128.90,10.237.140.138,11,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.443}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.416}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.419}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.476}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 2.278}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.287}]}, {'hop': 3, 'result': [{'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 3.237}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.811}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.966}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.686}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.496}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.738}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.913}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.813}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.842}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707385036,213.242.63.247,1707385231,0.426,12389,system: V3,3.0,2024-02-08 12:40:31
13281,20,1707386904,gov.ru,21.368801,95.173.128.90,10.237.140.138,12,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.395}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.437}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.429}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.528}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.412}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 26.429}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.143}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.235}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.749}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.657}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 22.076}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 21.471}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.885}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.847}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.847}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707386832,213.242.63.247,1707387347,0.4203333333333334,12389,system: V3,3.0,2024-02-08 13:15:47
13772,21,1707388712,gov.ru,31.223318,95.173.128.89,10.237.140.138,13,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.473}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.38}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.39}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.456}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.292}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.272}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.138}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.86}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.139}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.711}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.553}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.809}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.909}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.885}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.811}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707388640,213.242.63.247,1707388929,0.4143333333333333,12389,system: V3,3.0,2024-02-08 13:42:09
14263,29,1707390517,gov.ru,21.646838,95.173.128.89,10.237.140.138,14,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.413}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.408}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.437}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.528}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.333}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 2.529}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.636}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.097}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.062}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.783}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.562}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.664}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.077}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.099}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.104}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.596}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.426}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 37.429}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707390444,213.242.63.247,1707390622,0.41933333333333334,12389,system: V3,3.0,2024-02-08 14:10:22
14753,63,1707392304,gov.ru,30.757194,95.173.128.90,10.237.140.138,15,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.465}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.426}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.368}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 15.566}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.327}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.282}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.107}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.782}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.543}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.624}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 23.696}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.623}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.231}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.153}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.196}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.702}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.245}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.307}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707392232,213.242.63.247,1707392530,0.41966666666666663,12389,system: V3,3.0,2024-02-08 14:42:10
15245,27,1707394110,gov.ru,35.895535,95.173.128.90,10.237.140.138,0,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.463}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.397}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.423}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 25.948}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.303}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.313}]}, {'hop': 3, 'result': [{'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.885}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.813}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.799}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 23.305}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 23.324}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 22.992}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.646}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.714}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.433}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.798}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.783}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.638}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707394038,213.242.63.247,1707394365,0.4276666666666667,12389,system: V3,3.0,2024-02-08 15:12:45
15736,83,1707395917,gov.ru,36.740104,95.173.128.90,10.237.140.138,1,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.462}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.412}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.4}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.486}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.314}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.359}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.215}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.985}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.497}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.845}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 44.099}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 26.212}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.169}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.069}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.092}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.334}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.349}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 25.682}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707395845,213.242.63.247,1707396128,0.4246666666666667,12389,system: V3,3.0,2024-02-08 15:42:08
16227,73,1707397707,gov.ru,37.68954,95.173.128.90,10.237.140.138,2,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.447}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.378}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.362}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.559}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.547}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.244}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.021}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.69}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.589}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.992}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 22.994}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.667}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.287}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.297}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.177}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.397}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.559}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.326}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707397635,213.242.63.247,1707397830,0.3956666666666666,12389,system: V3,3.0,2024-02-08 16:10:30
