,index,fw,mver,lts,dst_name,af,dst_addr,src_addr,proto,ttl,size,result,dup,rcvd,sent,min,max,avg,msm_id,prb_id,timestamp,msm_name,from,type,group_id,step,stored_timestamp,ASN,country_code,is_anchor,system,long,lat,time_lagged
669,322440,5080,2.6.2,13,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.528242}, {'rtt': 13.409761}, {'rtt': 13.471617}, {'rtt': 13.418543}]",0,4,4,13.409761,14.528242,13.70704075,72481479,12794,1717551216,Ping,178.71.92.85,ping,72481479,1200,1717551280,12389.0,RU,False,system: V3,30.9915,59.8795,1717550026.0
670,322913,5080,2.6.2,3,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.653138}, {'rtt': 13.559733}, {'rtt': 13.480108}, {'rtt': 13.317286}]",0,4,4,13.317286,13.653138,13.50256625,72481479,12794,1717552413,Ping,178.71.92.85,ping,72481479,1200,1717552536,12389.0,RU,False,system: V3,30.9915,59.8795,1717551216.0
671,323388,5080,2.6.2,84,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.860543}, {'rtt': 13.637722}, {'rtt': 13.403186}, {'rtt': 13.460867}]",0,4,4,13.403186,13.860543,13.5905795,72481479,12794,1717553619,Ping,178.71.92.85,ping,72481479,1200,1717553694,12389.0,RU,False,system: V3,30.9915,59.8795,1717552413.0
672,323861,5080,2.6.2,14,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.678668}, {'rtt': 13.337806}, {'rtt': 13.487633}, {'rtt': 13.365022}]",0,4,4,13.337806,13.678668,13.46728225,72481479,12794,1717554821,Ping,178.71.92.85,ping,72481479,1200,1717554909,12389.0,RU,False,system: V3,30.9915,59.8795,1717553619.0
673,324335,5080,2.6.2,24,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.713418}, {'rtt': 13.322922}, {'rtt': 13.648943}, {'rtt': 13.340592}]",0,4,4,13.322922,13.713418,13.50646875,72481479,12794,1717556020,Ping,178.71.92.85,ping,72481479,1200,1717556109,12389.0,RU,False,system: V3,30.9915,59.8795,1717554821.0
674,324812,5080,2.6.2,87,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.638317}, {'rtt': 13.464057}, {'rtt': 13.555178}, {'rtt': 13.419877}]",0,4,4,13.419877,13.638317,13.51935725,72481479,12794,1717557215,Ping,178.71.92.85,ping,72481479,1200,1717557258,12389.0,RU,False,system: V3,30.9915,59.8795,1717556020.0
675,325284,5080,2.6.2,18,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.98586}, {'rtt': 13.467368}, {'rtt': 13.458762}, {'rtt': 13.364692}]",0,4,4,13.364692,13.98586,13.5691705,72481479,12794,1717558422,Ping,178.71.92.85,ping,72481479,1200,1717558491,12389.0,RU,False,system: V3,30.9915,59.8795,1717557215.0
676,325760,5080,2.6.2,10,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.765573}, {'rtt': 13.486773}, {'rtt': 13.420278}, {'rtt': 13.562992}]",0,4,4,13.420278,13.765573,13.558904,72481479,12794,1717559616,Ping,178.71.92.85,ping,72481479,1200,1717559755,12389.0,RU,False,system: V3,30.9915,59.8795,1717558422.0
677,326236,5080,2.6.2,94,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.603263}, {'rtt': 13.390803}, {'rtt': 185.591698}, {'rtt': 14.273175}]",0,4,4,13.390803,185.591698,56.71473475,72481479,12794,1717560823,Ping,178.71.92.85,ping,72481479,1200,1717560927,12389.0,RU,False,system: V3,30.9915,59.8795,1717559616.0
678,326716,5080,2.6.2,19,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.604693}, {'rtt': 13.579339}, {'rtt': 13.467578}, {'rtt': 13.573557}]",0,4,4,13.467578,13.604693,13.55629175,72481479,12794,1717562019,Ping,178.71.92.85,ping,72481479,1200,1717562079,12389.0,RU,False,system: V3,30.9915,59.8795,1717560823.0
679,327194,5080,2.6.2,3,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.688538}, {'rtt': 13.368961}, {'rtt': 13.408911}, {'rtt': 13.490557}]",0,4,4,13.368961,13.688538,13.48924175,72481479,12794,1717563217,Ping,178.71.92.85,ping,72481479,1200,1717563382,12389.0,RU,False,system: V3,30.9915,59.8795,1717562019.0
680,327670,5080,2.6.2,78,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.778359}, {'rtt': 13.464463}, {'rtt': 13.442018}, {'rtt': 13.453988}]",0,4,4,13.442018,13.778359,13.534707,72481479,12794,1717564419,Ping,178.71.92.85,ping,72481479,1200,1717564470,12389.0,RU,False,system: V3,30.9915,59.8795,1717563217.0
681,328143,5080,2.6.2,13,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.179292}, {'rtt': 13.396172}, {'rtt': 13.375577}, {'rtt': 13.670744}]",0,4,4,13.375577,14.179292,13.65544625,72481479,12794,1717565614,Ping,178.71.92.85,ping,72481479,1200,1717565694,12389.0,RU,False,system: V3,30.9915,59.8795,1717564419.0
682,328619,5080,2.6.2,11,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.610119}, {'rtt': 13.488603}, {'rtt': 13.6637}, {'rtt': 13.403103}]",0,4,4,13.403103,13.6637,13.54138125,72481479,12794,1717566816,Ping,178.71.92.85,ping,72481479,1200,1717566892,12389.0,RU,False,system: V3,30.9915,59.8795,1717565614.0
683,329096,5080,2.6.2,95,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.723459}, {'rtt': 13.505279}, {'rtt': 13.346338}, {'rtt': 13.452059}]",0,4,4,13.346338,13.723459,13.50678375,72481479,12794,1717568027,Ping,178.71.92.85,ping,72481479,1200,1717568067,12389.0,RU,False,system: V3,30.9915,59.8795,1717566816.0
684,329571,5080,2.6.2,9,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.78903}, {'rtt': 13.632659}, {'rtt': 13.647309}, {'rtt': 13.333043}]",0,4,4,13.333043,13.78903,13.60051025,72481479,12794,1717569223,Ping,178.71.92.85,ping,72481479,1200,1717569492,12389.0,RU,False,system: V3,30.9915,59.8795,1717568027.0
685,330048,5080,2.6.2,21,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.692224}, {'rtt': 13.344587}, {'rtt': 13.442997}, {'rtt': 13.221177}]",0,4,4,13.221177,13.692224,13.42524625,72481479,12794,1717570422,Ping,178.71.92.85,ping,72481479,1200,1717570489,12389.0,RU,False,system: V3,30.9915,59.8795,1717569223.0
686,330524,5080,2.6.2,20,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.758435}, {'rtt': 13.510498}, {'rtt': 15.613818}, {'rtt': 13.580004}]",0,4,4,13.510498,15.613818,14.11568875,72481479,12794,1717571619,Ping,178.71.92.85,ping,72481479,1200,1717571756,12389.0,RU,False,system: V3,30.9915,59.8795,1717570422.0
687,330994,5080,2.6.2,17,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.783344}, {'rtt': 13.505623}, {'rtt': 13.655279}, {'rtt': 13.462003}]",0,4,4,13.462003,13.783344,13.60156225,72481479,12794,1717572822,Ping,178.71.92.85,ping,72481479,1200,1717572878,12389.0,RU,False,system: V3,30.9915,59.8795,1717571619.0
688,331469,5080,2.6.2,25,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.87269}, {'rtt': 13.652994}, {'rtt': 13.261383}, {'rtt': 13.290578}]",0,4,4,13.261383,13.87269,13.51941125,72481479,12794,1717574026,Ping,178.71.92.85,ping,72481479,1200,1717574058,12389.0,RU,False,system: V3,30.9915,59.8795,1717572822.0
689,331945,5080,2.6.2,437,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.942975}, {'rtt': 13.456333}, {'rtt': 13.491098}, {'rtt': 13.668544}]",0,4,4,13.456333,13.942975,13.6397375,72481479,12794,1717575218,Ping,178.71.92.85,ping,72481479,1200,1717576570,12389.0,RU,False,system: V3,30.9915,59.8795,1717574026.0
690,332420,5080,2.6.2,1641,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.91583}, {'rtt': 13.708269}, {'rtt': 13.449718}, {'rtt': 13.77923}]",0,4,4,13.449718,13.91583,13.71326175,72481479,12794,1717576422,Ping,178.71.92.85,ping,72481479,1200,1717576660,12389.0,RU,False,system: V3,30.9915,59.8795,1717575218.0
691,332896,5080,2.6.2,15,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.719605}, {'rtt': 13.452893}, {'rtt': 14.211497}, {'rtt': 13.315927}]",0,4,4,13.315927,14.211497,13.6749805,72481479,12794,1717577624,Ping,178.71.92.85,ping,72481479,1200,1717577664,12389.0,RU,False,system: V3,30.9915,59.8795,1717576422.0
692,333374,5080,2.6.2,21,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.166527}, {'rtt': 13.556259}, {'rtt': 13.314728}, {'rtt': 13.328988}]",0,4,4,13.314728,14.166527,13.5916255,72481479,12794,1717578816,Ping,178.71.92.85,ping,72481479,1200,1717578916,12389.0,RU,False,system: V3,30.9915,59.8795,1717577624.0
693,333849,5080,2.6.2,30,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.82446}, {'rtt': 14.433792}, {'rtt': 13.285263}, {'rtt': 161.693984}]",0,4,4,13.285263,161.693984,50.80937475,72481479,12794,1717580024,Ping,178.71.92.85,ping,72481479,1200,1717580098,12389.0,RU,False,system: V3,30.9915,59.8795,1717578816.0
694,334328,5080,2.6.2,18,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.034746}, {'rtt': 13.996191}, {'rtt': 13.572969}, {'rtt': 13.789825}]",0,4,4,13.572969,14.034746,13.84843275,72481479,12794,1717581223,Ping,178.71.92.85,ping,72481479,1200,1717581379,12389.0,RU,False,system: V3,30.9915,59.8795,1717580024.0
695,334806,5080,2.6.2,94,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.088156}, {'rtt': 14.090791}, {'rtt': 13.662549}, {'rtt': 13.555804}]",0,4,4,13.088156,14.090791,13.599325,72481479,12794,1717582421,Ping,178.71.92.85,ping,72481479,1200,1717582521,12389.0,RU,False,system: V3,30.9915,59.8795,1717581223.0
696,335286,5080,2.6.2,111,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 175.896262}, {'rtt': 13.419748}, {'rtt': 13.523803}, {'rtt': 13.493439}]",0,4,4,13.419748,175.896262,54.083313,72481479,12794,1717583626,Ping,178.71.92.85,ping,72481479,1200,1717583675,12389.0,RU,False,system: V3,30.9915,59.8795,1717582421.0
697,335765,5080,2.6.2,18,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.859825}, {'rtt': 13.638159}, {'rtt': 13.440224}, {'rtt': 13.516054}]",0,4,4,13.440224,13.859825,13.6135655,72481479,12794,1717584823,Ping,178.71.92.85,ping,72481479,1200,1717584941,12389.0,RU,False,system: V3,30.9915,59.8795,1717583626.0
698,336242,5080,2.6.2,91,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.814646}, {'rtt': 13.522039}, {'rtt': 13.413773}, {'rtt': 13.560189}]",0,4,4,13.413773,13.814646,13.57766175,72481479,12794,1717586021,Ping,178.71.92.85,ping,72481479,1200,1717586053,12389.0,RU,False,system: V3,30.9915,59.8795,1717584823.0
699,336721,5080,2.6.2,9,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.140947}, {'rtt': 13.655979}, {'rtt': 13.583774}, {'rtt': 13.805566}]",0,4,4,13.583774,14.140947,13.7965665,72481479,12794,1717587222,Ping,178.71.92.85,ping,72481479,1200,1717587280,12389.0,RU,False,system: V3,30.9915,59.8795,1717586021.0
700,337198,5080,2.6.2,12,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.013757}, {'rtt': 14.057653}, {'rtt': 13.48597}, {'rtt': 13.382849}]",0,4,4,13.382849,14.057653,13.73505725,72481479,12794,1717588424,Ping,178.71.92.85,ping,72481479,1200,1717588583,12389.0,RU,False,system: V3,30.9915,59.8795,1717587222.0
701,337677,5080,2.6.2,90,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.701281}, {'rtt': 13.56658}, {'rtt': 13.55988}, {'rtt': 13.420769}]",0,4,4,13.420769,13.701281,13.5621275,72481479,12794,1717589619,Ping,178.71.92.85,ping,72481479,1200,1717589673,12389.0,RU,False,system: V3,30.9915,59.8795,1717588424.0
702,338154,5080,2.6.2,23,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.825811}, {'rtt': 13.434885}, {'rtt': 13.50191}, {'rtt': 13.599255}]",0,4,4,13.434885,13.825811,13.59046525,72481479,12794,1717590817,Ping,178.71.92.85,ping,72481479,1200,1717590881,12389.0,RU,False,system: V3,30.9915,59.8795,1717589619.0
703,338629,5080,2.6.2,27,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.810266}, {'rtt': 13.882896}, {'rtt': 13.347245}, {'rtt': 13.661421}]",0,4,4,13.347245,13.882896,13.675457,72481479,12794,1717592027,Ping,178.71.92.85,ping,72481479,1200,1717592144,12389.0,RU,False,system: V3,30.9915,59.8795,1717590817.0
704,339108,5080,2.6.2,25,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.829487}, {'rtt': 13.583246}, {'rtt': 13.65997}, {'rtt': 13.488304}]",0,4,4,13.488304,13.829487,13.64025175,72481479,12794,1717593222,Ping,178.71.92.85,ping,72481479,1200,1717593385,12389.0,RU,False,system: V3,30.9915,59.8795,1717592027.0
705,339585,5080,2.6.2,15,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.660852}, {'rtt': 13.626795}, {'rtt': 13.69788}, {'rtt': 13.459739}]",0,4,4,13.459739,13.69788,13.6113165,72481479,12794,1717594421,Ping,178.71.92.85,ping,72481479,1200,1717594483,12389.0,RU,False,system: V3,30.9915,59.8795,1717593222.0
706,340066,5080,2.6.2,17,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.717531}, {'rtt': 13.517339}, {'rtt': 13.448885}, {'rtt': 13.622836}]",0,4,4,13.448885,13.717531,13.57664775,72481479,12794,1717595623,Ping,178.71.92.85,ping,72481479,1200,1717595783,12389.0,RU,False,system: V3,30.9915,59.8795,1717594421.0
707,340543,5080,2.6.2,18,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.789862}, {'rtt': 13.50525}, {'rtt': 13.53244}, {'rtt': 84.850406}]",0,4,4,13.50525,84.850406,31.4194895,72481479,12794,1717596816,Ping,178.71.92.85,ping,72481479,1200,1717596910,12389.0,RU,False,system: V3,30.9915,59.8795,1717595623.0
708,341024,5080,2.6.2,102,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.834771}, {'rtt': 13.59069}, {'rtt': 13.473384}, {'rtt': 13.623811}]",0,4,4,13.473384,13.834771,13.630664,72481479,12794,1717598014,Ping,178.71.92.85,ping,72481479,1200,1717598046,12389.0,RU,False,system: V3,30.9915,59.8795,1717596816.0
709,341507,5080,2.6.2,13,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.78892}, {'rtt': 13.681604}, {'rtt': 13.381714}, {'rtt': 13.283822}]",0,4,4,13.283822,13.78892,13.534015,72481479,12794,1717599221,Ping,178.71.92.85,ping,72481479,1200,1717599245,12389.0,RU,False,system: V3,30.9915,59.8795,1717598014.0
710,341987,5080,2.6.2,6,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.040627}, {'rtt': 13.573234}, {'rtt': 13.658064}, {'rtt': 13.402424}]",0,4,4,13.402424,14.040627,13.66858725,72481479,12794,1717600426,Ping,178.71.92.85,ping,72481479,1200,1717600514,12389.0,RU,False,system: V3,30.9915,59.8795,1717599221.0
711,342466,5080,2.6.2,20,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.896157}, {'rtt': 13.295399}, {'rtt': 13.451924}, {'rtt': 13.334314}]",0,4,4,13.295399,13.896157,13.4944485,72481479,12794,1717601623,Ping,178.71.92.85,ping,72481479,1200,1717601688,12389.0,RU,False,system: V3,30.9915,59.8795,1717600426.0
712,342944,5080,2.6.2,4,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.72782}, {'rtt': 13.560079}, {'rtt': 13.360154}, {'rtt': 13.475144}]",0,4,4,13.360154,13.72782,13.53079925,72481479,12794,1717602817,Ping,178.71.92.85,ping,72481479,1200,1717602850,12389.0,RU,False,system: V3,30.9915,59.8795,1717601623.0
713,343425,5080,2.6.2,1,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.927706}, {'rtt': 13.434469}, {'rtt': 14.67953}, {'rtt': 13.402704}]",0,4,4,13.402704,14.67953,13.86110225,72481479,12794,1717604018,Ping,178.71.92.85,ping,72481479,1200,1717604111,12389.0,RU,False,system: V3,30.9915,59.8795,1717602817.0
714,343904,5080,2.6.2,7,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.898857}, {'rtt': 13.50412}, {'rtt': 13.385509}, {'rtt': 13.394649}]",0,4,4,13.385509,13.898857,13.54578375,72481479,12794,1717605221,Ping,178.71.92.85,ping,72481479,1200,1717605292,12389.0,RU,False,system: V3,30.9915,59.8795,1717604018.0
715,344386,5080,2.6.2,13,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.802081}, {'rtt': 13.492759}, {'rtt': 13.59104}, {'rtt': 13.58603}]",0,4,4,13.492759,13.802081,13.6179775,72481479,12794,1717606415,Ping,178.71.92.85,ping,72481479,1200,1717606459,12389.0,RU,False,system: V3,30.9915,59.8795,1717605221.0
716,344865,5080,2.6.2,88,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.956392}, {'rtt': 13.58938}, {'rtt': 13.470749}, {'rtt': 13.398353}]",0,4,4,13.398353,13.956392,13.6037185,72481479,12794,1717607616,Ping,178.71.92.85,ping,72481479,1200,1717607652,12389.0,RU,False,system: V3,30.9915,59.8795,1717606415.0
717,345346,5080,2.6.2,16,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.957257}, {'rtt': 13.476039}, {'rtt': 13.388074}, {'rtt': 13.51264}]",0,4,4,13.388074,13.957257,13.5835025,72481479,12794,1717608822,Ping,178.71.92.85,ping,72481479,1200,1717608886,12389.0,RU,False,system: V3,30.9915,59.8795,1717607616.0
718,345821,5080,2.6.2,14,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 19.789353}, {'rtt': 19.551758}, {'rtt': 19.372757}, {'rtt': 19.447552}]",0,4,4,19.372757,19.789353,19.540355,72481479,12794,1717610022,Ping,178.71.92.85,ping,72481479,1200,1717610119,12389.0,RU,False,system: V3,30.9915,59.8795,1717608822.0
719,346300,5080,2.6.2,86,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.783111}, {'rtt': 13.510385}, {'rtt': 13.482599}, {'rtt': 13.371924}]",0,4,4,13.371924,13.783111,13.53700475,72481479,12794,1717611215,Ping,178.71.92.85,ping,72481479,1200,1717611256,12389.0,RU,False,system: V3,30.9915,59.8795,1717610022.0
720,346781,5080,2.6.2,5,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 19.575153}, {'rtt': 19.701464}, {'rtt': 19.529814}, {'rtt': 20.572444}]",0,4,4,19.529814,20.572444,19.84471875,72481479,12794,1717612419,Ping,178.71.92.85,ping,72481479,1200,1717612483,12389.0,RU,False,system: V3,30.9915,59.8795,1717611215.0
721,347262,5080,2.6.2,11,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.725916}, {'rtt': 13.438005}, {'rtt': 13.372263}, {'rtt': 13.372202}]",0,4,4,13.372202,13.725916,13.4770965,72481479,12794,1717613621,Ping,178.71.92.85,ping,72481479,1200,1717613667,12389.0,RU,False,system: V3,30.9915,59.8795,1717612419.0
722,347740,5080,2.6.2,83,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.012897}, {'rtt': 13.467525}, {'rtt': 13.330788}, {'rtt': 13.446355}]",0,4,4,13.330788,14.012897,13.56439125,72481479,12794,1717614816,Ping,178.71.92.85,ping,72481479,1200,1717614862,12389.0,RU,False,system: V3,30.9915,59.8795,1717613621.0
723,348220,5080,2.6.2,11,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.939176}, {'rtt': 13.385284}, {'rtt': 13.368687}, {'rtt': 13.570055}]",0,4,4,13.368687,13.939176,13.5658005,72481479,12794,1717616016,Ping,178.71.92.85,ping,72481479,1200,1717616092,12389.0,RU,False,system: V3,30.9915,59.8795,1717614816.0
724,348699,5080,2.6.2,27,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.78646}, {'rtt': 13.540614}, {'rtt': 13.642555}, {'rtt': 13.408724}]",0,4,4,13.408724,13.78646,13.59458825,72481479,12794,1717617224,Ping,178.71.92.85,ping,72481479,1200,1717617262,12389.0,RU,False,system: V3,30.9915,59.8795,1717616016.0
725,349179,5080,2.6.2,83,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.735656}, {'rtt': 13.647851}, {'rtt': 13.590956}, {'rtt': 13.372363}]",0,4,4,13.372363,13.735656,13.5867065,72481479,12794,1717618413,Ping,178.71.92.85,ping,72481479,1200,1717618506,12389.0,RU,False,system: V3,30.9915,59.8795,1717617224.0
726,349659,5080,2.6.2,29,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.768851}, {'rtt': 13.604355}, {'rtt': 13.638245}, {'rtt': 13.36317}]",0,4,4,13.36317,13.768851,13.59365525,72481479,12794,1717619623,Ping,178.71.92.85,ping,72481479,1200,1717619693,12389.0,RU,False,system: V3,30.9915,59.8795,1717618413.0
727,350139,5080,2.6.2,6,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.870606}, {'rtt': 13.808021}, {'rtt': 13.488894}, {'rtt': 13.723511}]",0,4,4,13.488894,13.870606,13.722758,72481479,12794,1717620813,Ping,178.71.92.85,ping,72481479,1200,1717620968,12389.0,RU,False,system: V3,30.9915,59.8795,1717619623.0
728,350620,5080,2.6.2,87,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.661956}, {'rtt': 13.657621}, {'rtt': 13.544424}, {'rtt': 13.519374}]",0,4,4,13.519374,13.661956,13.59584375,72481479,12794,1717622023,Ping,178.71.92.85,ping,72481479,1200,1717622065,12389.0,RU,False,system: V3,30.9915,59.8795,1717620813.0
729,351099,5080,2.6.2,9,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.828757}, {'rtt': 13.621921}, {'rtt': 13.480286}, {'rtt': 13.540771}]",0,4,4,13.480286,13.828757,13.61793375,72481479,12794,1717623213,Ping,178.71.92.85,ping,72481479,1200,1717623289,12389.0,RU,False,system: V3,30.9915,59.8795,1717622023.0
730,351579,5080,2.6.2,12,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.758787}, {'rtt': 13.481351}, {'rtt': 13.705988}, {'rtt': 13.589062}]",0,4,4,13.481351,13.758787,13.633797,72481479,12794,1717624420,Ping,178.71.92.85,ping,72481479,1200,1717624449,12389.0,RU,False,system: V3,30.9915,59.8795,1717623213.0
731,352059,5080,2.6.2,92,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.615233}, {'rtt': 13.335881}, {'rtt': 13.548462}, {'rtt': 13.456216}]",0,4,4,13.335881,13.615233,13.488948,72481479,12794,1717625621,Ping,178.71.92.85,ping,72481479,1200,1717625725,12389.0,RU,False,system: V3,30.9915,59.8795,1717624420.0
732,352536,5080,2.6.2,14,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.693481}, {'rtt': 13.42553}, {'rtt': 13.711137}, {'rtt': 13.525946}]",0,4,4,13.42553,13.711137,13.5890235,72481479,12794,1717626818,Ping,178.71.92.85,ping,72481479,1200,1717626893,12389.0,RU,False,system: V3,30.9915,59.8795,1717625621.0
733,353015,5080,2.6.2,3,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.720116}, {'rtt': 13.5336}, {'rtt': 13.408764}, {'rtt': 13.648745}]",0,4,4,13.408764,13.720116,13.57780625,72481479,12794,1717628017,Ping,178.71.92.85,ping,72481479,1200,1717628064,12389.0,RU,False,system: V3,30.9915,59.8795,1717626818.0
734,353497,5080,2.6.2,87,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.59259}, {'rtt': 13.426829}, {'rtt': 13.850311}, {'rtt': 13.48121}]",0,4,4,13.426829,13.850311,13.587735,72481479,12794,1717629214,Ping,178.71.92.85,ping,72481479,1200,1717629255,12389.0,RU,False,system: V3,30.9915,59.8795,1717628017.0
735,353975,5080,2.6.2,26,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.780585}, {'rtt': 13.382164}, {'rtt': 13.447729}, {'rtt': 13.432334}]",0,4,4,13.382164,13.780585,13.510703,72481479,12794,1717630424,Ping,178.71.92.85,ping,72481479,1200,1717630498,12389.0,RU,False,system: V3,30.9915,59.8795,1717629214.0
736,354457,5080,2.6.2,19,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.721185}, {'rtt': 13.257783}, {'rtt': 13.404113}, {'rtt': 13.42083}]",0,4,4,13.257783,13.721185,13.45097775,72481479,12794,1717631619,Ping,178.71.92.85,ping,72481479,1200,1717631771,12389.0,RU,False,system: V3,30.9915,59.8795,1717630424.0
737,354937,5080,2.6.2,95,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.7401}, {'rtt': 13.254438}, {'rtt': 13.47979}, {'rtt': 13.526024}]",0,4,4,13.254438,13.7401,13.500088,72481479,12794,1717632824,Ping,178.71.92.85,ping,72481479,1200,1717632853,12389.0,RU,False,system: V3,30.9915,59.8795,1717631619.0
