,index,fw,mver,lts,dst_name,af,dst_addr,src_addr,proto,ttl,size,result,dup,rcvd,sent,min,max,avg,msm_id,prb_id,timestamp,msm_name,from,type,group_id,step,stored_timestamp,ASN,country_code,is_anchor,system,long,lat,time_lagged
206,100070,5080,2.6.2,9,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.903146}, {'rtt': 13.310357}, {'rtt': 13.408027}, {'rtt': 13.81133}]",0,4,4,13.310357,13.903146,13.608215,72481479,12794,1716995616,Ping,178.67.67.104,ping,72481479,1200,1716995767,12389.0,RU,False,system: V3,30.9915,59.8795,1716994422.0
207,100553,5080,2.6.2,18,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.763238}, {'rtt': 13.497423}, {'rtt': 13.5716}, {'rtt': 13.406413}]",0,4,4,13.406413,13.763238,13.5596685,72481479,12794,1716996821,Ping,178.67.67.104,ping,72481479,1200,1716996889,12389.0,RU,False,system: V3,30.9915,59.8795,1716995616.0
208,101037,5080,2.6.2,7,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.043227}, {'rtt': 20.39454}, {'rtt': 13.333369}, {'rtt': 13.513257}]",0,4,4,13.333369,20.39454,15.32109825,72481479,12794,1716998017,Ping,178.67.67.104,ping,72481479,1200,1716998063,12389.0,RU,False,system: V3,30.9915,59.8795,1716996821.0
209,101523,5080,2.6.2,93,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.889455}, {'rtt': 13.699304}, {'rtt': 13.429223}, {'rtt': 13.513329}]",0,4,4,13.429223,13.889455,13.63282775,72481479,12794,1716999219,Ping,178.67.67.104,ping,72481479,1200,1716999257,12389.0,RU,False,system: V3,30.9915,59.8795,1716998017.0
210,102006,5080,2.6.2,14,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.991545}, {'rtt': 13.663154}, {'rtt': 13.574563}, {'rtt': 13.495178}]",0,4,4,13.495178,13.991545,13.68111,72481479,12794,1717000418,Ping,178.67.67.104,ping,72481479,1200,1717000500,12389.0,RU,False,system: V3,30.9915,59.8795,1716999219.0
211,102491,5080,2.6.2,29,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.684754}, {'rtt': 13.605454}, {'rtt': 47.417958}, {'rtt': 13.562749}]",0,4,4,13.562749,47.417958,22.06772875,72481479,12794,1717001624,Ping,178.67.67.104,ping,72481479,1200,1717001782,12389.0,RU,False,system: V3,30.9915,59.8795,1717000418.0
212,102977,5080,2.6.2,80,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.92605}, {'rtt': 13.377688}, {'rtt': 13.429529}, {'rtt': 13.407413}]",0,4,4,13.377688,13.92605,13.53517,72481479,12794,1717002813,Ping,178.67.67.104,ping,72481479,1200,1717003005,12389.0,RU,False,system: V3,30.9915,59.8795,1717001624.0
213,103461,5080,2.6.2,12,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.691854}, {'rtt': 13.606053}, {'rtt': 13.364901}, {'rtt': 14.210607}]",0,4,4,13.364901,14.210607,13.71835375,72481479,12794,1717004018,Ping,178.67.67.104,ping,72481479,1200,1717004096,12389.0,RU,False,system: V3,30.9915,59.8795,1717002813.0
214,103944,5080,2.6.2,13,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 19.618407}, {'rtt': 19.762268}, {'rtt': 19.517475}, {'rtt': 19.754748}]",0,4,4,19.517475,19.762268,19.6632245,72481479,12794,1717005214,Ping,178.67.67.104,ping,72481479,1200,1717005287,12389.0,RU,False,system: V3,30.9915,59.8795,1717004018.0
215,104428,5080,2.6.2,88,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 19.879953}, {'rtt': 19.712072}, {'rtt': 19.495467}, {'rtt': 19.46805}]",0,4,4,19.46805,19.879953,19.6388855,72481479,12794,1717006418,Ping,178.67.67.104,ping,72481479,1200,1717006453,12389.0,RU,False,system: V3,30.9915,59.8795,1717005214.0
216,104914,5080,2.6.2,117,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.075192}, {'rtt': 13.537684}, {'rtt': 13.67253}, {'rtt': 13.446277}]",0,4,4,13.446277,14.075192,13.68292075,72481479,12794,1717007622,Ping,178.67.67.104,ping,72481479,1200,1717007690,12389.0,RU,False,system: V3,30.9915,59.8795,1717006418.0
217,105396,5080,2.6.2,22,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.061119}, {'rtt': 13.586399}, {'rtt': 13.59198}, {'rtt': 13.642038}]",0,4,4,13.586399,14.061119,13.720384,72481479,12794,1717008822,Ping,178.67.67.104,ping,72481479,1200,1717008862,12389.0,RU,False,system: V3,30.9915,59.8795,1717007622.0
218,105877,5080,2.6.2,89,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.658579}, {'rtt': 13.446313}, {'rtt': 13.401142}, {'rtt': 13.474892}]",0,4,4,13.401142,13.658579,13.4952315,72481479,12794,1717010015,Ping,178.67.67.104,ping,72481479,1200,1717010052,12389.0,RU,False,system: V3,30.9915,59.8795,1717008822.0
219,106362,5080,2.6.2,17,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.441223}, {'rtt': 13.384143}, {'rtt': 13.573558}, {'rtt': 13.507023}]",0,4,4,13.384143,13.573558,13.47648675,72481479,12794,1717011212,Ping,178.67.67.104,ping,72481479,1200,1717011280,12389.0,RU,False,system: V3,30.9915,59.8795,1717010015.0
220,106845,5080,2.6.2,17,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.622269}, {'rtt': 13.487233}, {'rtt': 13.485543}, {'rtt': 13.546253}]",0,4,4,13.485543,13.622269,13.5353245,72481479,12794,1717012418,Ping,178.67.67.104,ping,72481479,1200,1717012697,12389.0,RU,False,system: V3,30.9915,59.8795,1717011212.0
221,107325,5080,2.6.2,26,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.955234}, {'rtt': 13.532979}, {'rtt': 13.492488}, {'rtt': 13.437973}]",0,4,4,13.437973,13.955234,13.6046685,72481479,12794,1717013624,Ping,178.67.67.104,ping,72481479,1200,1717013777,12389.0,RU,False,system: V3,30.9915,59.8795,1717012418.0
222,107809,5080,2.6.2,11,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.606163}, {'rtt': 13.001661}, {'rtt': 13.799249}, {'rtt': 14.477603}]",0,4,4,13.001661,14.477603,13.721169,72481479,12794,1717014819,Ping,178.67.67.104,ping,72481479,1200,1717014889,12389.0,RU,False,system: V3,30.9915,59.8795,1717013624.0
223,108289,5080,2.6.2,15,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.689459}, {'rtt': 13.607194}, {'rtt': 13.458273}, {'rtt': 13.506958}]",0,4,4,13.458273,13.689459,13.565471,72481479,12794,1717016019,Ping,178.67.67.104,ping,72481479,1200,1717016052,12389.0,RU,False,system: V3,30.9915,59.8795,1717014819.0
224,108770,5080,2.6.2,86,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.506348}, {'rtt': 14.699223}, {'rtt': 13.611544}, {'rtt': 12.738705}]",0,4,4,12.738705,14.699223,13.888955,72481479,12794,1717017215,Ping,178.67.67.104,ping,72481479,1200,1717017310,12389.0,RU,False,system: V3,30.9915,59.8795,1717016019.0
225,109253,5080,2.6.2,15,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.995501}, {'rtt': 13.528298}, {'rtt': 13.562449}, {'rtt': 13.439178}]",0,4,4,13.439178,13.995501,13.6313565,72481479,12794,1717018420,Ping,178.67.67.104,ping,72481479,1200,1717018511,12389.0,RU,False,system: V3,30.9915,59.8795,1717017215.0
226,109738,5080,2.6.2,20,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.702626}, {'rtt': 13.40717}, {'rtt': 13.399895}, {'rtt': 13.252905}]",0,4,4,13.252905,13.702626,13.440649,72481479,12794,1717019623,Ping,178.67.67.104,ping,72481479,1200,1717019684,12389.0,RU,False,system: V3,30.9915,59.8795,1717018420.0
227,110218,5080,2.6.2,80,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.773176}, {'rtt': 13.495204}, {'rtt': 13.404884}, {'rtt': 13.250412}]",0,4,4,13.250412,13.773176,13.480919,72481479,12794,1717020817,Ping,178.67.67.104,ping,72481479,1200,1717020860,12389.0,RU,False,system: V3,30.9915,59.8795,1717019623.0
228,110701,5080,2.6.2,9,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.69163}, {'rtt': 13.441923}, {'rtt': 13.558419}, {'rtt': 13.373249}]",0,4,4,13.373249,13.69163,13.51630525,72481479,12794,1717022019,Ping,178.67.67.104,ping,72481479,1200,1717022094,12389.0,RU,False,system: V3,30.9915,59.8795,1717020817.0
229,111183,5080,2.6.2,14,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.788986}, {'rtt': 13.358673}, {'rtt': 13.337863}, {'rtt': 13.390434}]",0,4,4,13.337863,13.788986,13.468989,72481479,12794,1717023216,Ping,178.67.67.104,ping,72481479,1200,1717023288,12389.0,RU,False,system: V3,30.9915,59.8795,1717022019.0
230,111664,5080,2.6.2,87,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.794139}, {'rtt': 13.504588}, {'rtt': 13.530372}, {'rtt': 13.391423}]",0,4,4,13.391423,13.794139,13.5551305,72481479,12794,1717024427,Ping,178.67.67.104,ping,72481479,1200,1717024462,12389.0,RU,False,system: V3,30.9915,59.8795,1717023216.0
231,112147,5080,2.6.2,5,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.371071}, {'rtt': 13.462458}, {'rtt': 13.478484}, {'rtt': 13.570974}]",0,4,4,13.462458,14.371071,13.72074675,72481479,12794,1717025615,Ping,178.67.67.104,ping,72481479,1200,1717025676,12389.0,RU,False,system: V3,30.9915,59.8795,1717024427.0
232,112627,5080,2.6.2,11,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.878701}, {'rtt': 13.460599}, {'rtt': 13.491269}, {'rtt': 14.424978}]",0,4,4,13.460599,14.424978,13.81388675,72481479,12794,1717026814,Ping,178.67.67.104,ping,72481479,1200,1717026852,12389.0,RU,False,system: V3,30.9915,59.8795,1717025615.0
233,113109,5080,2.6.2,87,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.646138}, {'rtt': 13.460428}, {'rtt': 13.484107}, {'rtt': 13.466767}]",0,4,4,13.460428,13.646138,13.51436,72481479,12794,1717028019,Ping,178.67.67.104,ping,72481479,1200,1717028066,12389.0,RU,False,system: V3,30.9915,59.8795,1717026814.0
234,113586,5080,2.6.2,15,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.809665}, {'rtt': 13.457977}, {'rtt': 13.407417}, {'rtt': 13.392313}]",0,4,4,13.392313,13.809665,13.516843,72481479,12794,1717029225,Ping,178.67.67.104,ping,72481479,1200,1717029295,12389.0,RU,False,system: V3,30.9915,59.8795,1717028019.0
235,114068,5080,2.6.2,25,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.844493}, {'rtt': 13.369416}, {'rtt': 13.652268}, {'rtt': 13.425077}]",0,4,4,13.369416,13.844493,13.5728135,72481479,12794,1717030421,Ping,178.67.67.104,ping,72481479,1200,1717030484,12389.0,RU,False,system: V3,30.9915,59.8795,1717029225.0
236,114549,5080,2.6.2,88,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.651412}, {'rtt': 13.446979}, {'rtt': 13.571599}, {'rtt': 13.553161}]",0,4,4,13.446979,13.651412,13.55578775,72481479,12794,1717031619,Ping,178.67.67.104,ping,72481479,1200,1717031726,12389.0,RU,False,system: V3,30.9915,59.8795,1717030421.0
237,115028,5080,2.6.2,16,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.670683}, {'rtt': 13.544953}, {'rtt': 13.624344}, {'rtt': 13.526483}]",0,4,4,13.526483,13.670683,13.59161575,72481479,12794,1717032826,Ping,178.67.67.104,ping,72481479,1200,1717032893,12389.0,RU,False,system: V3,30.9915,59.8795,1717031619.0
238,115509,5080,2.6.2,23,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.841609}, {'rtt': 13.488347}, {'rtt': 13.848735}, {'rtt': 13.380477}]",0,4,4,13.380477,13.848735,13.639792,72481479,12794,1717034016,Ping,178.67.67.104,ping,72481479,1200,1717034177,12389.0,RU,False,system: V3,30.9915,59.8795,1717032826.0
239,115992,5080,2.6.2,102,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.832738}, {'rtt': 13.514412}, {'rtt': 13.440617}, {'rtt': 13.370112}]",0,4,4,13.370112,13.832738,13.53946975,72481479,12794,1717035226,Ping,178.67.67.104,ping,72481479,1200,1717035347,12389.0,RU,False,system: V3,30.9915,59.8795,1717034016.0
240,116469,5080,2.6.2,26,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.04684}, {'rtt': 13.756874}, {'rtt': 13.322752}, {'rtt': 13.291246}]",0,4,4,13.291246,14.04684,13.604428,72481479,12794,1717036424,Ping,178.67.67.104,ping,72481479,1200,1717036598,12389.0,RU,False,system: V3,30.9915,59.8795,1717035226.0
241,116948,5080,2.6.2,22,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.850228}, {'rtt': 13.378677}, {'rtt': 13.548526}, {'rtt': 13.625077}]",0,4,4,13.378677,13.850228,13.600627,72481479,12794,1717037623,Ping,178.67.67.104,ping,72481479,1200,1717037672,12389.0,RU,False,system: V3,30.9915,59.8795,1717036424.0
242,117428,5080,2.6.2,77,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.824108}, {'rtt': 13.437892}, {'rtt': 13.426077}, {'rtt': 13.461676}]",0,4,4,13.426077,13.824108,13.53743825,72481479,12794,1717038817,Ping,178.67.67.104,ping,72481479,1200,1717038889,12389.0,RU,False,system: V3,30.9915,59.8795,1717037623.0
243,117906,5080,2.6.2,16,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.686078}, {'rtt': 13.584741}, {'rtt': 13.442847}, {'rtt': 13.503653}]",0,4,4,13.442847,13.686078,13.55432975,72481479,12794,1717040018,Ping,178.67.67.104,ping,72481479,1200,1717040084,12389.0,RU,False,system: V3,30.9915,59.8795,1717038817.0
244,118386,5080,2.6.2,12,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.593203}, {'rtt': 13.430961}, {'rtt': 13.362122}, {'rtt': 13.464217}]",0,4,4,13.362122,13.593203,13.46262575,72481479,12794,1717041216,Ping,178.67.67.104,ping,72481479,1200,1717041348,12389.0,RU,False,system: V3,30.9915,59.8795,1717040018.0
245,118866,5080,2.6.2,90,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.813128}, {'rtt': 13.575367}, {'rtt': 13.251256}, {'rtt': 13.340712}]",0,4,4,13.251256,13.813128,13.49511575,72481479,12794,1717042417,Ping,178.67.67.104,ping,72481479,1200,1717042454,12389.0,RU,False,system: V3,30.9915,59.8795,1717041216.0
246,119347,5080,2.6.2,30,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.731379}, {'rtt': 13.409198}, {'rtt': 13.470936}, {'rtt': 13.527482}]",0,4,4,13.409198,13.731379,13.53474875,72481479,12794,1717043627,Ping,178.67.67.104,ping,72481479,1200,1717043687,12389.0,RU,False,system: V3,30.9915,59.8795,1717042417.0
247,119829,5080,2.6.2,21,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.677268}, {'rtt': 13.541878}, {'rtt': 13.559007}, {'rtt': 13.403781}]",0,4,4,13.403781,13.677268,13.5454835,72481479,12794,1717044823,Ping,178.67.67.104,ping,72481479,1200,1717044975,12389.0,RU,False,system: V3,30.9915,59.8795,1717043627.0
248,120309,5080,2.6.2,100,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.047479}, {'rtt': 13.398461}, {'rtt': 13.634813}, {'rtt': 13.310281}]",0,4,4,13.310281,14.047479,13.5977585,72481479,12794,1717046026,Ping,178.67.67.104,ping,72481479,1200,1717046051,12389.0,RU,False,system: V3,30.9915,59.8795,1717044823.0
249,120787,5080,2.6.2,26,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.537932}, {'rtt': 13.660222}, {'rtt': 13.492252}, {'rtt': 15.451881}]",0,4,4,13.492252,15.451881,14.03557175,72481479,12794,1717047224,Ping,178.67.67.104,ping,72481479,1200,1717047366,12389.0,RU,False,system: V3,30.9915,59.8795,1717046026.0
250,121265,5080,2.6.2,8,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.662978}, {'rtt': 13.452326}, {'rtt': 13.600722}, {'rtt': 13.279581}]",0,4,4,13.279581,13.662978,13.49890175,72481479,12794,1717048418,Ping,178.67.67.104,ping,72481479,1200,1717048558,12389.0,RU,False,system: V3,30.9915,59.8795,1717047224.0
251,121745,5080,2.6.2,24,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.658743}, {'rtt': 13.714629}, {'rtt': 13.31925}, {'rtt': 13.31344}]",0,4,4,13.31344,13.714629,13.5015155,72481479,12794,1717049619,Ping,178.67.67.104,ping,72481479,1200,1717049767,12389.0,RU,False,system: V3,30.9915,59.8795,1717048418.0
252,122223,5080,2.6.2,12,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.982619}, {'rtt': 13.620766}, {'rtt': 13.414461}, {'rtt': 13.394821}]",0,4,4,13.394821,13.982619,13.60316675,72481479,12794,1717050820,Ping,178.67.67.104,ping,72481479,1200,1717050879,12389.0,RU,False,system: V3,30.9915,59.8795,1717049619.0
253,122705,5080,2.6.2,18,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.855408}, {'rtt': 13.472382}, {'rtt': 13.436062}, {'rtt': 13.468926}]",0,4,4,13.436062,13.855408,13.5581945,72481479,12794,1717052024,Ping,178.67.67.104,ping,72481479,1200,1717052151,12389.0,RU,False,system: V3,30.9915,59.8795,1717050820.0
254,123188,5080,2.6.2,87,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.585257}, {'rtt': 13.474352}, {'rtt': 13.310498}, {'rtt': 13.444257}]",0,4,4,13.310498,13.585257,13.453591,72481479,12794,1717053217,Ping,178.67.67.104,ping,72481479,1200,1717053258,12389.0,RU,False,system: V3,30.9915,59.8795,1717052024.0
255,123665,5080,2.6.2,12,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.766103}, {'rtt': 13.414447}, {'rtt': 13.546043}, {'rtt': 13.490064}]",0,4,4,13.414447,13.766103,13.55416425,72481479,12794,1717054422,Ping,178.67.67.104,ping,72481479,1200,1717054494,12389.0,RU,False,system: V3,30.9915,59.8795,1717053217.0
256,124144,5080,2.6.2,21,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.867699}, {'rtt': 13.651393}, {'rtt': 13.536093}, {'rtt': 13.470478}]",0,4,4,13.470478,13.867699,13.63141575,72481479,12794,1717055614,Ping,178.67.67.104,ping,72481479,1200,1717055663,12389.0,RU,False,system: V3,30.9915,59.8795,1717054422.0
257,124625,5080,2.6.2,95,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.998556}, {'rtt': 13.559567}, {'rtt': 13.997889}, {'rtt': 13.362226}]",0,4,4,13.362226,13.998556,13.7295595,72481479,12794,1717056823,Ping,178.67.67.104,ping,72481479,1200,1717056853,12389.0,RU,False,system: V3,30.9915,59.8795,1717055614.0
258,125108,5080,2.6.2,5,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.595097}, {'rtt': 14.947964}, {'rtt': 14.339997}, {'rtt': 13.467686}]",0,4,4,13.467686,14.947964,14.087686,72481479,12794,1717058015,Ping,178.67.67.104,ping,72481479,1200,1717058087,12389.0,RU,False,system: V3,30.9915,59.8795,1717056823.0
259,125590,5080,2.6.2,22,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.733589}, {'rtt': 13.545268}, {'rtt': 13.633388}, {'rtt': 13.460862}]",0,4,4,13.460862,13.733589,13.59327675,72481479,12794,1717059221,Ping,178.67.67.104,ping,72481479,1200,1717059254,12389.0,RU,False,system: V3,30.9915,59.8795,1717058015.0
260,126066,5080,2.6.2,87,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.950901}, {'rtt': 13.550118}, {'rtt': 13.690953}, {'rtt': 13.464137}]",0,4,4,13.464137,13.950901,13.66402725,72481479,12794,1717060413,Ping,178.67.67.104,ping,72481479,1200,1717060520,12389.0,RU,False,system: V3,30.9915,59.8795,1717059221.0
261,126544,5080,2.6.2,14,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.798374}, {'rtt': 13.438582}, {'rtt': 13.735099}, {'rtt': 13.591029}]",0,4,4,13.438582,13.798374,13.640771,72481479,12794,1717061621,Ping,178.67.67.104,ping,72481479,1200,1717061717,12389.0,RU,False,system: V3,30.9915,59.8795,1717060413.0
262,127026,5080,2.6.2,17,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.960412}, {'rtt': 13.81255}, {'rtt': 13.372903}, {'rtt': 13.349497}]",0,4,4,13.349497,13.960412,13.6238405,72481479,12794,1717062826,Ping,178.67.67.104,ping,72481479,1200,1717062982,12389.0,RU,False,system: V3,30.9915,59.8795,1717061621.0
263,127504,5080,2.6.2,92,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.89979}, {'rtt': 13.340372}, {'rtt': 13.616438}, {'rtt': 13.668699}]",0,4,4,13.340372,13.89979,13.63132475,72481479,12794,1717064027,Ping,178.67.67.104,ping,72481479,1200,1717064076,12389.0,RU,False,system: V3,30.9915,59.8795,1717062826.0
264,127983,5080,2.6.2,7,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.007695}, {'rtt': 13.597004}, {'rtt': 13.688709}, {'rtt': 13.464407}]",0,4,4,13.464407,14.007695,13.68945375,72481479,12794,1717065220,Ping,178.67.67.104,ping,72481479,1200,1717065293,12389.0,RU,False,system: V3,30.9915,59.8795,1717064027.0
265,128463,5080,2.6.2,12,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.752554}, {'rtt': 15.034171}, {'rtt': 13.432208}, {'rtt': 13.444612}]",0,4,4,13.432208,15.034171,13.91588625,72481479,12794,1717066414,Ping,178.67.67.104,ping,72481479,1200,1717066459,12389.0,RU,False,system: V3,30.9915,59.8795,1717065220.0
266,128940,5080,2.6.2,13,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.115161}, {'rtt': 13.228347}, {'rtt': 13.456853}, {'rtt': 13.806069}]",0,4,4,13.228347,14.115161,13.6516075,72481479,12794,1717067614,Ping,178.67.67.104,ping,72481479,1200,1717067716,12389.0,RU,False,system: V3,30.9915,59.8795,1717066414.0
267,129421,5080,2.6.2,14,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.744649}, {'rtt': 13.756569}, {'rtt': 13.568174}, {'rtt': 13.644064}]",0,4,4,13.568174,13.756569,13.678364,72481479,12794,1717068826,Ping,178.67.67.104,ping,72481479,1200,1717068880,12389.0,RU,False,system: V3,30.9915,59.8795,1717067614.0
268,129901,5080,2.6.2,18,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.237177}, {'rtt': 13.510398}, {'rtt': 13.480068}, {'rtt': 13.562139}]",0,4,4,13.480068,14.237177,13.6974455,72481479,12794,1717070022,Ping,178.67.67.104,ping,72481479,1200,1717070080,12389.0,RU,False,system: V3,30.9915,59.8795,1717068826.0
269,130382,5080,2.6.2,82,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.907955}, {'rtt': 13.372498}, {'rtt': 13.457259}, {'rtt': 13.592183}]",0,4,4,13.372498,13.907955,13.58247375,72481479,12794,1717071225,Ping,178.67.67.104,ping,72481479,1200,1717071268,12389.0,RU,False,system: V3,30.9915,59.8795,1717070022.0
270,130863,5080,2.6.2,16,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.634706}, {'rtt': 13.539569}, {'rtt': 13.494768}, {'rtt': 13.767889}]",0,4,4,13.494768,13.767889,13.609233,72481479,12794,1717072416,Ping,178.67.67.104,ping,72481479,1200,1717072479,12389.0,RU,False,system: V3,30.9915,59.8795,1717071225.0
271,131345,5080,2.6.2,20,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.986931}, {'rtt': 13.414623}, {'rtt': 13.385727}, {'rtt': 13.473298}]",0,4,4,13.385727,13.986931,13.56514475,72481479,12794,1717073618,Ping,178.67.67.104,ping,72481479,1200,1717073650,12389.0,RU,False,system: V3,30.9915,59.8795,1717072416.0
272,131830,5080,2.6.2,24,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 14.132761}, {'rtt': 13.592693}, {'rtt': 13.752525}, {'rtt': 13.420299}]",0,4,4,13.420299,14.132761,13.7245695,72481479,12794,1717074817,Ping,178.67.67.104,ping,72481479,1200,1717074908,12389.0,RU,False,system: V3,30.9915,59.8795,1717073618.0
273,132310,5080,2.6.2,10,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 13.611258}, {'rtt': 13.974535}, {'rtt': 13.59135}, {'rtt': 13.537576}]",0,4,4,13.537576,13.974535,13.67867975,72481479,12794,1717076015,Ping,178.67.67.104,ping,72481479,1200,1717076093,12389.0,RU,False,system: V3,30.9915,59.8795,1717074817.0
274,132790,5080,2.6.2,20,213.59.253.7,4,213.59.253.7,192.168.88.227,ICMP,247.0,48,"[{'rtt': 15.251841}, {'rtt': 13.388692}, {'rtt': 13.297822}, {'rtt': 13.795009}]",0,4,4,13.297822,15.251841,13.933341,72481479,12794,1717077227,Ping,178.67.67.104,ping,72481479,1200,1717077255,12389.0,RU,False,system: V3,30.9915,59.8795,1717076015.0
